Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados,Victimizaciones
La Rioja,Interferencia en los datos y en el sistema,< 18,Femenino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2018,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2015,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2014,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2012,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Masculino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2015,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2014,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2012,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,18 a 25,Femenino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2015,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2014,1.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2012,1.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Masculino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2015,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2014,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2012,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,26 a 40,Femenino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2015,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2014,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2013,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2012,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Masculino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2015,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2014,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2012,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,41 a 50,Femenino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2019,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2018,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2016,0.0,3.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2015,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2014,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2012,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Masculino,2011,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2017,0.0,4.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2016,0.0,3.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2015,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2014,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2012,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,51 a 65,Femenino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2019,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2018,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2017,0.0,4.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2016,0.0,6.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2015,0.0,3.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2014,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2012,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Masculino,2011,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2019,0.0,4.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2018,0.0,4.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2017,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2016,0.0,4.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2015,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2014,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2012,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,> 65,Femenino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2019,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2018,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2017,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2016,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2015,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2014,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2012,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Masculino,2011,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2019,0.0,5.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2018,0.0,4.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2017,0.0,3.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2016,0.0,7.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2015,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2014,0.0,2.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2013,0.0,0.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2012,0.0,1.0
La Rioja,Interferencia en los datos y en el sistema,Desconocida,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2019,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2017,0.0,1.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Masculino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2019,0.0,2.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2018,0.0,1.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2017,0.0,1.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2016,0.0,2.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2014,0.0,1.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,< 18,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2019,0.0,2.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2018,1.0,1.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2017,1.0,2.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2016,0.0,2.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2014,0.0,1.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2013,2.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Masculino,2011,1.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2019,0.0,1.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2017,1.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2016,0.0,1.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,18 a 25,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2019,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2017,1.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Masculino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2019,0.0,4.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2017,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2016,1.0,1.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2014,0.0,1.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,26 a 40,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2019,0.0,3.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2017,1.0,1.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2016,1.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2014,0.0,1.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2013,0.0,1.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2012,0.0,1.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Masculino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2019,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2017,1.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,41 a 50,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2019,0.0,1.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2018,0.0,2.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2017,1.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Masculino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2019,0.0,1.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2017,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,51 a 65,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2019,0.0,2.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2018,0.0,2.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2017,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2019,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2018,0.0,1.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2017,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2016,0.0,1.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2019,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2018,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2017,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2016,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2011,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2019,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2018,0.0,1.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2017,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2016,0.0,2.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2015,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2014,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2013,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2012,0.0,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2011,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2019,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2018,0.0,1.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2017,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2016,0.0,1.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2015,0.0,6.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2014,1.0,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2013,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2012,0.0,1.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2011,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2019,0.0,3.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2018,0.0,2.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2017,0.0,1.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2016,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2015,0.0,1.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2014,0.0,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2013,1.0,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2012,0.0,2.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2011,0.0,0.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2019,1.0,3.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2018,0.0,3.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2017,0.0,1.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2016,3.0,1.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2015,0.0,7.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2014,1.0,0.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2013,1.0,0.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2012,1.0,3.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2011,0.0,0.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2019,0.0,0.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2018,0.0,1.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2017,0.0,2.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2016,0.0,4.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2015,0.0,1.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2014,0.0,0.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2013,0.0,4.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2012,0.0,5.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2011,0.0,2.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2019,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2018,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2017,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2016,1.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2015,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2014,1.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2013,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2012,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2011,0.0,0.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2019,0.0,11.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2018,0.0,5.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2017,0.0,8.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2016,0.0,12.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2015,0.0,4.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2014,0.0,5.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2013,1.0,8.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2012,0.0,11.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2011,0.0,7.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2019,0.0,9.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2018,0.0,6.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2017,0.0,2.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2016,0.0,11.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2015,0.0,7.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2014,0.0,5.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2013,0.0,4.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2012,0.0,7.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2011,0.0,4.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2019,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2018,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2017,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2016,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2015,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2014,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2013,1.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2012,0.0,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2011,0.0,0.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2019,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2018,0.0,0.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2017,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2016,0.0,3.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2015,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2014,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2013,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2012,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2011,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2019,0.0,4.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2018,0.0,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2017,0.0,2.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2016,0.0,3.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2015,0.0,0.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2014,0.0,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2013,0.0,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2012,0.0,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2011,0.0,2.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2019,0.0,6.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2018,0.0,1.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2017,0.0,4.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2016,0.0,6.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2015,0.0,2.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2014,0.0,3.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2013,0.0,3.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2012,0.0,3.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2011,0.0,4.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2019,0.0,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2018,0.0,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2017,0.0,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2016,0.0,0.0
