Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados
País Vasco,Interferencia en los datos y en el sistema,51 a 65,Femenino,2011,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2019,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2018,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2017,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2016,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2015,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2014,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2013,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2012,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Masculino,2011,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2019,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2018,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2017,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2016,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2015,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2014,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2013,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2012,0.0
País Vasco,Interferencia en los datos y en el sistema,> 65,Femenino,2011,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2019,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2018,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2017,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2016,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2015,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2014,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2013,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2012,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Masculino,2011,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2019,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2018,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2017,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2016,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2015,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2014,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2013,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2012,0.0
País Vasco,Interferencia en los datos y en el sistema,Desconocida,Femenino,2011,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2019,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2018,3.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2017,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2016,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2015,1.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2014,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2013,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2012,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Masculino,2011,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2019,1.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2018,4.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2017,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2016,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2015,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2014,1.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2013,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2012,0.0
La Rioja,Acceso e interceptación ilícita,< 18,Femenino,2011,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2019,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2018,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2017,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2016,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2015,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2014,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2013,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2012,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Masculino,2011,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2019,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2018,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2017,1.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2016,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2015,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2014,2.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2013,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2012,0.0
La Rioja,Acceso e interceptación ilícita,18 a 25,Femenino,2011,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2019,3.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2018,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2017,0.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2016,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2015,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2014,3.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2013,3.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2012,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Masculino,2011,0.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2019,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2018,0.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2017,0.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2016,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2015,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2014,1.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2013,2.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2012,0.0
La Rioja,Acceso e interceptación ilícita,26 a 40,Femenino,2011,1.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2019,1.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2018,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2017,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2016,1.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2015,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2014,1.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2013,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2012,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Masculino,2011,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2019,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2018,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2017,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2016,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2015,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2014,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2013,0.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2012,1.0
La Rioja,Acceso e interceptación ilícita,41 a 50,Femenino,2011,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2019,1.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2018,1.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2017,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2016,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2015,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2014,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2013,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2012,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Masculino,2011,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2019,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2018,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2017,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2016,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2015,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2014,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2013,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2012,0.0
La Rioja,Acceso e interceptación ilícita,51 a 65,Femenino,2011,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2019,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2018,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2017,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2016,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2015,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2014,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2013,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2012,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Masculino,2011,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2019,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2018,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2017,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2016,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2015,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2014,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2013,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2012,0.0
La Rioja,Acceso e interceptación ilícita,> 65,Femenino,2011,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2019,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2018,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2017,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2016,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2015,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2014,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2013,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2012,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Masculino,2011,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2019,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2018,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2017,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2016,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2015,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2014,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2013,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2012,0.0
La Rioja,Acceso e interceptación ilícita,Desconocida,Femenino,2011,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2019,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2018,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2017,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2016,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2015,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2014,1.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2013,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2012,0.0
La Rioja,Amenazas y coacciones,< 18,Masculino,2011,0.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2019,1.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2018,0.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2017,1.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2016,0.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2015,1.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2014,0.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2013,0.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2012,0.0
La Rioja,Amenazas y coacciones,< 18,Femenino,2011,0.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2019,0.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2018,0.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2017,3.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2016,0.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2015,2.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2014,0.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2013,5.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2012,3.0
La Rioja,Amenazas y coacciones,18 a 25,Masculino,2011,2.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2019,0.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2018,0.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2017,0.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2016,0.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2015,1.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2014,2.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2013,1.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2012,0.0
La Rioja,Amenazas y coacciones,18 a 25,Femenino,2011,0.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2019,10.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2018,9.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2017,9.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2016,1.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2015,5.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2014,7.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2013,4.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2012,3.0
La Rioja,Amenazas y coacciones,26 a 40,Masculino,2011,2.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2019,0.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2018,2.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2017,1.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2016,2.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2015,1.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2014,4.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2013,1.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2012,1.0
La Rioja,Amenazas y coacciones,26 a 40,Femenino,2011,2.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2019,4.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2018,7.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2017,2.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2016,0.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2015,2.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2014,5.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2013,3.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2012,2.0
La Rioja,Amenazas y coacciones,41 a 50,Masculino,2011,3.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2019,2.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2018,0.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2017,0.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2016,0.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2015,0.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2014,2.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2013,0.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2012,1.0
La Rioja,Amenazas y coacciones,41 a 50,Femenino,2011,0.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2019,0.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2018,0.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2017,1.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2016,1.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2015,0.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2014,3.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2013,1.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2012,1.0
La Rioja,Amenazas y coacciones,51 a 65,Masculino,2011,1.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2019,1.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2018,0.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2017,0.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2016,0.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2015,0.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2014,0.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2013,1.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2012,0.0
La Rioja,Amenazas y coacciones,51 a 65,Femenino,2011,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2019,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2018,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2017,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2016,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2015,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2014,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2013,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2012,0.0
La Rioja,Amenazas y coacciones,> 65,Masculino,2011,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2019,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2018,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2017,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2016,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2015,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2014,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2013,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2012,0.0
La Rioja,Amenazas y coacciones,> 65,Femenino,2011,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2019,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2018,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2017,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2016,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2015,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2014,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2013,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2012,0.0
La Rioja,Amenazas y coacciones,Desconocida,Masculino,2011,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2019,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2018,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2017,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2016,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2015,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2014,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2013,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2012,0.0
La Rioja,Amenazas y coacciones,Desconocida,Femenino,2011,0.0
La Rioja,Contra el honor,< 18,Masculino,2019,0.0
La Rioja,Contra el honor,< 18,Masculino,2018,0.0
La Rioja,Contra el honor,< 18,Masculino,2017,2.0
La Rioja,Contra el honor,< 18,Masculino,2016,0.0
La Rioja,Contra el honor,< 18,Masculino,2015,0.0
La Rioja,Contra el honor,< 18,Masculino,2014,0.0
La Rioja,Contra el honor,< 18,Masculino,2013,0.0
La Rioja,Contra el honor,< 18,Masculino,2012,0.0
La Rioja,Contra el honor,< 18,Masculino,2011,0.0
La Rioja,Contra el honor,< 18,Femenino,2019,0.0
La Rioja,Contra el honor,< 18,Femenino,2018,0.0
La Rioja,Contra el honor,< 18,Femenino,2017,0.0
La Rioja,Contra el honor,< 18,Femenino,2016,0.0
La Rioja,Contra el honor,< 18,Femenino,2015,0.0
La Rioja,Contra el honor,< 18,Femenino,2014,0.0
La Rioja,Contra el honor,< 18,Femenino,2013,0.0
La Rioja,Contra el honor,< 18,Femenino,2012,0.0
La Rioja,Contra el honor,< 18,Femenino,2011,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2019,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2018,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2017,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2016,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2015,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2014,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2013,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2012,0.0
La Rioja,Contra el honor,18 a 25,Masculino,2011,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2019,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2018,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2017,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2016,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2015,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2014,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2013,1.0
La Rioja,Contra el honor,18 a 25,Femenino,2012,0.0
La Rioja,Contra el honor,18 a 25,Femenino,2011,0.0
La Rioja,Contra el honor,26 a 40,Masculino,2019,2.0
La Rioja,Contra el honor,26 a 40,Masculino,2018,0.0
La Rioja,Contra el honor,26 a 40,Masculino,2017,0.0
La Rioja,Contra el honor,26 a 40,Masculino,2016,0.0
La Rioja,Contra el honor,26 a 40,Masculino,2015,0.0
La Rioja,Contra el honor,26 a 40,Masculino,2014,2.0
La Rioja,Contra el honor,26 a 40,Masculino,2013,0.0
La Rioja,Contra el honor,26 a 40,Masculino,2012,1.0
La Rioja,Contra el honor,26 a 40,Masculino,2011,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2019,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2018,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2017,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2016,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2015,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2014,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2013,1.0
La Rioja,Contra el honor,26 a 40,Femenino,2012,0.0
La Rioja,Contra el honor,26 a 40,Femenino,2011,1.0
La Rioja,Contra el honor,41 a 50,Masculino,2019,1.0
La Rioja,Contra el honor,41 a 50,Masculino,2018,1.0
La Rioja,Contra el honor,41 a 50,Masculino,2017,2.0
La Rioja,Contra el honor,41 a 50,Masculino,2016,0.0
La Rioja,Contra el honor,41 a 50,Masculino,2015,1.0
La Rioja,Contra el honor,41 a 50,Masculino,2014,0.0
La Rioja,Contra el honor,41 a 50,Masculino,2013,1.0
La Rioja,Contra el honor,41 a 50,Masculino,2012,0.0
La Rioja,Contra el honor,41 a 50,Masculino,2011,2.0
La Rioja,Contra el honor,41 a 50,Femenino,2019,0.0
La Rioja,Contra el honor,41 a 50,Femenino,2018,0.0
La Rioja,Contra el honor,41 a 50,Femenino,2017,0.0
La Rioja,Contra el honor,41 a 50,Femenino,2016,0.0
La Rioja,Contra el honor,41 a 50,Femenino,2015,1.0
La Rioja,Contra el honor,41 a 50,Femenino,2014,1.0
La Rioja,Contra el honor,41 a 50,Femenino,2013,0.0
La Rioja,Contra el honor,41 a 50,Femenino,2012,1.0
La Rioja,Contra el honor,41 a 50,Femenino,2011,1.0
La Rioja,Contra el honor,51 a 65,Masculino,2019,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2018,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2017,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2016,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2015,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2014,1.0
La Rioja,Contra el honor,51 a 65,Masculino,2013,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2012,0.0
La Rioja,Contra el honor,51 a 65,Masculino,2011,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2019,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2018,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2017,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2016,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2015,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2014,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2013,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2012,0.0
La Rioja,Contra el honor,51 a 65,Femenino,2011,0.0
La Rioja,Contra el honor,> 65,Masculino,2019,0.0
La Rioja,Contra el honor,> 65,Masculino,2018,0.0
La Rioja,Contra el honor,> 65,Masculino,2017,0.0
La Rioja,Contra el honor,> 65,Masculino,2016,0.0
La Rioja,Contra el honor,> 65,Masculino,2015,0.0
La Rioja,Contra el honor,> 65,Masculino,2014,0.0
La Rioja,Contra el honor,> 65,Masculino,2013,0.0
La Rioja,Contra el honor,> 65,Masculino,2012,0.0
La Rioja,Contra el honor,> 65,Masculino,2011,0.0
La Rioja,Contra el honor,> 65,Femenino,2019,0.0
La Rioja,Contra el honor,> 65,Femenino,2018,0.0
La Rioja,Contra el honor,> 65,Femenino,2017,0.0
La Rioja,Contra el honor,> 65,Femenino,2016,0.0
La Rioja,Contra el honor,> 65,Femenino,2015,0.0
La Rioja,Contra el honor,> 65,Femenino,2014,0.0
La Rioja,Contra el honor,> 65,Femenino,2013,0.0
La Rioja,Contra el honor,> 65,Femenino,2012,0.0
La Rioja,Contra el honor,> 65,Femenino,2011,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2019,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2018,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2017,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2016,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2015,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2014,0.0
