Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Victimizaciones
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2016,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2015,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2014,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2013,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2012,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Masculino,2011,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2019,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2018,1.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2017,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2016,1.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2015,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2014,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2013,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2012,0.0
Ceuta,Acceso e interceptación ilícita,> 65,Femenino,2011,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2019,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2018,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2017,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2016,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2015,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2014,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2013,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2012,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Masculino,2011,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2019,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2018,1.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2017,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2016,2.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2015,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2014,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2013,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2012,0.0
Ceuta,Acceso e interceptación ilícita,Desconocida,Femenino,2011,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2019,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2018,1.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2017,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2016,1.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2015,6.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2014,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2013,0.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2012,1.0
Ceuta,Amenazas y coacciones,< 18,Masculino,2011,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2019,3.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2018,2.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2017,1.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2016,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2015,1.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2014,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2013,0.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2012,2.0
Ceuta,Amenazas y coacciones,< 18,Femenino,2011,0.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2019,3.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2018,3.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2017,1.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2016,1.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2015,7.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2014,0.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2013,0.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2012,3.0
Ceuta,Amenazas y coacciones,18 a 25,Masculino,2011,0.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2019,0.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2018,1.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2017,2.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2016,4.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2015,1.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2014,0.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2013,4.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2012,5.0
Ceuta,Amenazas y coacciones,18 a 25,Femenino,2011,2.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2019,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2018,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2017,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2016,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2015,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2014,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2013,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2012,0.0
Ceuta,Amenazas y coacciones,26 a 40,Masculino,2011,0.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2019,11.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2018,5.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2017,8.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2016,12.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2015,4.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2014,5.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2013,8.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2012,11.0
Ceuta,Amenazas y coacciones,26 a 40,Femenino,2011,7.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2019,9.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2018,6.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2017,2.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2016,11.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2015,7.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2014,5.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2013,4.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2012,7.0
Ceuta,Amenazas y coacciones,41 a 50,Masculino,2011,4.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2019,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2018,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2017,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2016,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2015,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2014,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2013,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2012,0.0
Ceuta,Amenazas y coacciones,41 a 50,Femenino,2011,0.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2019,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2018,0.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2017,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2016,3.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2015,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2014,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2013,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2012,2.0
Ceuta,Amenazas y coacciones,51 a 65,Masculino,2011,2.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2019,4.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2018,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2017,2.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2016,3.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2015,0.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2014,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2013,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2012,1.0
Ceuta,Amenazas y coacciones,51 a 65,Femenino,2011,2.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2019,6.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2018,1.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2017,4.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2016,6.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2015,2.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2014,3.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2013,3.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2012,3.0
Ceuta,Amenazas y coacciones,> 65,Masculino,2011,4.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2019,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2018,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2017,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2016,0.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2015,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2014,1.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2013,0.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2012,2.0
Ceuta,Amenazas y coacciones,> 65,Femenino,2011,2.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2019,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2018,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2017,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2016,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2015,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2014,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2013,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2012,0.0
Ceuta,Amenazas y coacciones,Desconocida,Masculino,2011,0.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2019,1.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2018,1.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2017,2.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2016,0.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2015,1.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2014,1.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2013,1.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2012,3.0
Ceuta,Amenazas y coacciones,Desconocida,Femenino,2011,2.0
Ceuta,Contra el honor,< 18,Masculino,2019,0.0
Ceuta,Contra el honor,< 18,Masculino,2018,0.0
Ceuta,Contra el honor,< 18,Masculino,2017,0.0
Ceuta,Contra el honor,< 18,Masculino,2016,0.0
Ceuta,Contra el honor,< 18,Masculino,2015,0.0
Ceuta,Contra el honor,< 18,Masculino,2014,0.0
Ceuta,Contra el honor,< 18,Masculino,2013,0.0
Ceuta,Contra el honor,< 18,Masculino,2012,0.0
Ceuta,Contra el honor,< 18,Masculino,2011,0.0
Ceuta,Contra el honor,< 18,Femenino,2019,0.0
Ceuta,Contra el honor,< 18,Femenino,2018,0.0
Ceuta,Contra el honor,< 18,Femenino,2017,1.0
Ceuta,Contra el honor,< 18,Femenino,2016,0.0
Ceuta,Contra el honor,< 18,Femenino,2015,2.0
Ceuta,Contra el honor,< 18,Femenino,2014,1.0
Ceuta,Contra el honor,< 18,Femenino,2013,0.0
Ceuta,Contra el honor,< 18,Femenino,2012,2.0
Ceuta,Contra el honor,< 18,Femenino,2011,0.0
Ceuta,Contra el honor,18 a 25,Masculino,2019,0.0
Ceuta,Contra el honor,18 a 25,Masculino,2018,0.0
Ceuta,Contra el honor,18 a 25,Masculino,2017,1.0
Ceuta,Contra el honor,18 a 25,Masculino,2016,0.0
Ceuta,Contra el honor,18 a 25,Masculino,2015,2.0
Ceuta,Contra el honor,18 a 25,Masculino,2014,1.0
Ceuta,Contra el honor,18 a 25,Masculino,2013,0.0
Ceuta,Contra el honor,18 a 25,Masculino,2012,2.0
Ceuta,Contra el honor,18 a 25,Masculino,2011,0.0
Ceuta,Contra el honor,18 a 25,Femenino,2019,1.0
Ceuta,Contra el honor,18 a 25,Femenino,2018,0.0
Ceuta,Contra el honor,18 a 25,Femenino,2017,0.0
Ceuta,Contra el honor,18 a 25,Femenino,2016,1.0
Ceuta,Contra el honor,18 a 25,Femenino,2015,0.0
Ceuta,Contra el honor,18 a 25,Femenino,2014,0.0
Ceuta,Contra el honor,18 a 25,Femenino,2013,0.0
Ceuta,Contra el honor,18 a 25,Femenino,2012,1.0
Ceuta,Contra el honor,18 a 25,Femenino,2011,1.0
Ceuta,Contra el honor,26 a 40,Masculino,2019,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2018,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2017,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2016,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2015,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2014,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2013,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2012,0.0
Ceuta,Contra el honor,26 a 40,Masculino,2011,0.0
Ceuta,Contra el honor,26 a 40,Femenino,2019,1.0
Ceuta,Contra el honor,26 a 40,Femenino,2018,1.0
Ceuta,Contra el honor,26 a 40,Femenino,2017,0.0
Ceuta,Contra el honor,26 a 40,Femenino,2016,1.0
Ceuta,Contra el honor,26 a 40,Femenino,2015,1.0
Ceuta,Contra el honor,26 a 40,Femenino,2014,4.0
Ceuta,Contra el honor,26 a 40,Femenino,2013,2.0
Ceuta,Contra el honor,26 a 40,Femenino,2012,5.0
Ceuta,Contra el honor,26 a 40,Femenino,2011,4.0
Ceuta,Contra el honor,41 a 50,Masculino,2019,2.0
Ceuta,Contra el honor,41 a 50,Masculino,2018,0.0
Ceuta,Contra el honor,41 a 50,Masculino,2017,0.0
Ceuta,Contra el honor,41 a 50,Masculino,2016,1.0
Ceuta,Contra el honor,41 a 50,Masculino,2015,2.0
Ceuta,Contra el honor,41 a 50,Masculino,2014,2.0
Ceuta,Contra el honor,41 a 50,Masculino,2013,0.0
Ceuta,Contra el honor,41 a 50,Masculino,2012,4.0
Ceuta,Contra el honor,41 a 50,Masculino,2011,5.0
Ceuta,Contra el honor,41 a 50,Femenino,2019,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2018,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2017,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2016,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2015,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2014,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2013,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2012,0.0
Ceuta,Contra el honor,41 a 50,Femenino,2011,0.0
Ceuta,Contra el honor,51 a 65,Masculino,2019,0.0
Ceuta,Contra el honor,51 a 65,Masculino,2018,1.0
Ceuta,Contra el honor,51 a 65,Masculino,2017,0.0
Ceuta,Contra el honor,51 a 65,Masculino,2016,3.0
Ceuta,Contra el honor,51 a 65,Masculino,2015,0.0
Ceuta,Contra el honor,51 a 65,Masculino,2014,2.0
Ceuta,Contra el honor,51 a 65,Masculino,2013,2.0
Ceuta,Contra el honor,51 a 65,Masculino,2012,0.0
Ceuta,Contra el honor,51 a 65,Masculino,2011,1.0
Ceuta,Contra el honor,51 a 65,Femenino,2019,2.0
Ceuta,Contra el honor,51 a 65,Femenino,2018,0.0
Ceuta,Contra el honor,51 a 65,Femenino,2017,0.0
Ceuta,Contra el honor,51 a 65,Femenino,2016,0.0
Ceuta,Contra el honor,51 a 65,Femenino,2015,1.0
Ceuta,Contra el honor,51 a 65,Femenino,2014,1.0
Ceuta,Contra el honor,51 a 65,Femenino,2013,0.0
Ceuta,Contra el honor,51 a 65,Femenino,2012,2.0
Ceuta,Contra el honor,51 a 65,Femenino,2011,3.0
Ceuta,Contra el honor,> 65,Masculino,2019,2.0
Ceuta,Contra el honor,> 65,Masculino,2018,1.0
Ceuta,Contra el honor,> 65,Masculino,2017,0.0
Ceuta,Contra el honor,> 65,Masculino,2016,3.0
Ceuta,Contra el honor,> 65,Masculino,2015,1.0
Ceuta,Contra el honor,> 65,Masculino,2014,3.0
Ceuta,Contra el honor,> 65,Masculino,2013,2.0
Ceuta,Contra el honor,> 65,Masculino,2012,2.0
Ceuta,Contra el honor,> 65,Masculino,2011,4.0
Ceuta,Contra el honor,> 65,Femenino,2019,0.0
Ceuta,Contra el honor,> 65,Femenino,2018,0.0
Ceuta,Contra el honor,> 65,Femenino,2017,1.0
Ceuta,Contra el honor,> 65,Femenino,2016,1.0
Ceuta,Contra el honor,> 65,Femenino,2015,0.0
Ceuta,Contra el honor,> 65,Femenino,2014,0.0
Ceuta,Contra el honor,> 65,Femenino,2013,0.0
Ceuta,Contra el honor,> 65,Femenino,2012,1.0
Ceuta,Contra el honor,> 65,Femenino,2011,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2019,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2018,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2017,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2016,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2015,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2014,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2013,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2012,0.0
Ceuta,Contra el honor,Desconocida,Masculino,2011,0.0
Ceuta,Contra el honor,Desconocida,Femenino,2019,0.0
Ceuta,Contra el honor,Desconocida,Femenino,2018,1.0
Ceuta,Contra el honor,Desconocida,Femenino,2017,1.0
Ceuta,Contra el honor,Desconocida,Femenino,2016,1.0
Ceuta,Contra el honor,Desconocida,Femenino,2015,0.0
Ceuta,Contra el honor,Desconocida,Femenino,2014,1.0
Ceuta,Contra el honor,Desconocida,Femenino,2013,0.0
Ceuta,Contra el honor,Desconocida,Femenino,2012,1.0
Ceuta,Contra el honor,Desconocida,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,0.0
